ncols	161
nrows	160
xllcorner	472594.4082732276
yllcorner	4607149.9041403374
cellsize	10.0000000000
NODATA_value	-1
-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	1	14	1	1	1	1	1	1	1	1	1	1	134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	2	1	1	1	1	1	1	1	4	6	7	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	786	11	8	5	3	2	1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	1	1	1	1	1	1	1	1	3	2	1	1	3	2	1	1	1	1	1	9	8	1	1	1	7	6	1	2	11	2	1	1	3	4	5	6	16	127	5	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23	20	19	11	8	2	1	1	1	1	2	3	1	2	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	206	207	763	12	4	3	3	2	1	1	1	1	1	2	3	4	5	6	29	55	417	8	3	4	6	9	13	16	28	223	25	10	6	3	1	1	3	6	9	1	1	1	183	
-1	2	3	2	2	2	2	2	4	1	1	2	7	3	2	1	3	16	14	12	2	1	6	4	1	6	1	4	1	5	3	1	1	2	4	6	9	105	5	4	1	3	5	2	2	2	2	1	2	1	3	2	2	2	2	1	3	1	2	12	5	4	3	1	1	2	2	2	3	2	2	3	1	5	2	2	1	1	4	8	1	3	5	2	4	27	3	2	1	7	2	5	2	1	1	1	2	3	7	1	1	2	3	4	1	1	1	3	2	4	6	8	11	13	15	16	18	203	2	3	552	3	4	3	2	2	1	1	1	3	5	6	7	8	9	22	25	349	4	4	2	3	1	2	3	2	11	169	11	3	3	2	1	1	2	2	1	11	13	15	182	
-1	3	6	3	3	3	3	5	2	2	11	8	2	1	1	1	22	2	1	2	1	1	2	1	1	1	4	2	1	1	3	1	1	1	1	2	104	2	2	3	4	11	6	6	3	3	2	1	1	4	4	3	5	1	3	2	4	1	16	5	4	3	1	1	1	2	3	3	6	3	3	12	7	1	1	5	1	1	1	1	9	10	11	6	34	7	6	5	4	3	6	1	2	1	1	3	1	2	3	12	2	1	1	1	6	8	2	4	75	138	144	149	152	156	175	181	184	1	1	546	5	1	2	3	2	1	1	1	3	7	8	9	10	11	12	24	331	17	3	3	1	2	1	2	1	1	9	168	7	3	2	2	1	1	1	1	1	1	2	3	167	
-1	4	10	4	4	68	64	58	55	52	40	39	36	35	33	31	8	7	6	3	2	3	2	1	6	1	2	1	1	1	1	1	1	1	1	103	1	1	2	3	3	4	22	14	7	3	1	2	2	5	5	4	7	4	1	3	1	40	34	7	4	1	1	1	2	4	7	14	7	4	18	2	1	1	10	3	1	1	1	1	3	4	5	12	53	5	4	3	2	1	2	5	2	1	1	2	6	7	1	1	14	4	1	2	3	53	64	67	62	5	4	2	3	18	5	2	4	8	9	544	3	2	1	1	2	1	1	2	3	1	14	20	21	22	23	330	7	6	3	2	2	1	1	1	2	3	5	167	3	3	2	1	1	1	1	1	2	2	3	4	160	
-1	15	105	100	95	26	25	5	4	3	2	1	8	7	6	5	4	3	2	1	18	14	11	10	3	4	1	1	1	1	1	1	2	5	98	4	1	1	2	2	3	1	2	39	1	1	2	3	3	6	6	12	5	2	4	44	42	1	4	1	2	2	1	1	2	3	1	2	24	23	2	1	1	14	2	1	1	1	3	2	3	4	5	11	74	8	7	6	5	4	3	1	2	1	1	1	1	2	10	21	23	45	46	48	49	2	2	56	5	4	3	1	2	17	4	1	3	3	2	534	6	5	4	3	2	1	1	2	8	12	5	1	2	3	11	318	6	3	2	2	1	1	1	2	3	4	150	13	3	2	2	1	1	1	2	2	4	7	8	146	14	
-1	177	23	22	12	9	6	19	15	14	13	12	3	2	1	1	2	1	33	32	13	11	9	3	2	2	2	1	1	7	9	11	12	57	35	2	1	1	1	2	2	3	4	1	40	3	3	4	4	7	19	78	72	69	61	13	10	6	2	3	1	1	1	1	1	2	6	7	32	26	1	1	20	4	3	2	1	1	2	6	1	2	3	12	81	6	5	4	3	2	1	2	1	1	1	2	2	3	10	1	1	2	2	5	1	1	44	11	4	3	2	1	13	3	3	2	2	1	3	505	17	10	3	2	1	1	1	5	3	4	4	5	6	7	307	10	3	2	2	1	1	1	1	2	3	4	145	9	3	2	1	1	1	2	2	5	6	7	137	13	1	
-1	25	8	3	9	2	2	5	3	2	1	1	1	1	5	3	1	41	7	6	5	1	1	5	1	1	1	1	3	1	2	3	32	12	34	2	1	1	1	1	2	3	4	5	2	44	1	8	5	27	79	3	2	1	3	3	2	3	3	1	1	1	2	1	2	3	4	6	8	67	2	2	25	4	3	2	1	1	2	3	10	11	12	97	7	6	5	4	3	2	1	2	1	1	2	2	5	6	1	1	1	1	2	2	40	43	1	9	3	2	1	12	2	2	1	1	1	2	5	496	3	6	6	4	1	1	3	2	3	3	1	2	3	4	306	6	3	2	1	1	1	1	2	3	4	131	13	6	2	2	1	1	1	2	5	6	18	129	5	7	1	
-1	21	3	4	2	8	1	1	4	3	2	2	2	6	49	48	46	4	3	2	1	4	2	1	3	2	1	1	1	2	3	25	3	11	6	25	4	2	1	1	1	2	3	5	6	47	2	9	33	88	8	4	3	2	1	2	2	1	2	2	1	2	3	1	2	1	1	1	1	1	71	3	33	7	3	2	1	1	2	1	1	2	3	123	6	5	4	3	2	1	3	1	1	1	2	3	1	1	1	3	5	1	1	1	31	2	4	4	2	1	11	1	1	1	1	2	3	4	1	492	2	2	5	1	2	1	1	2	2	1	2	3	4	5	296	3	2	2	1	1	1	2	2	3	110	16	12	3	2	1	1	1	3	5	6	11	105	5	4	6	1	
-1	18	2	2	3	1	7	6	5	4	3	3	7	50	9	8	7	6	5	4	3	1	1	3	2	1	1	1	1	2	19	2	2	10	5	13	7	2	1	1	1	2	3	4	6	54	3	10	126	4	3	2	1	3	2	1	1	1	1	1	1	2	6	2	1	3	3	1	1	1	73	43	6	1	3	2	1	1	2	3	5	6	10	129	5	4	3	2	1	4	2	1	1	2	4	3	7	9	11	14	16	27	28	30	1	3	2	1	1	10	1	2	1	1	2	1	2	3	4	478	9	1	1	4	2	1	1	1	1	1	2	3	4	287	6	2	2	1	1	1	2	4	88	106	6	9	9	2	2	1	1	1	2	3	4	99	5	4	3	2	4	
-1	14	3	1	1	2	1	1	2	1	63	59	51	12	2	1	5	4	3	2	1	1	5	1	1	1	3	1	1	9	7	1	1	9	4	12	4	3	2	1	1	2	3	7	5	61	4	145	8	7	6	5	4	1	1	3	2	1	1	3	4	6	9	3	2	4	5	1	2	1	125	2	1	4	3	2	1	1	1	3	1	2	142	4	3	2	1	6	5	3	2	1	1	2	3	8	1	1	2	1	1	4	1	1	2	1	4	5	9	1	2	3	3	2	2	3	4	5	467	9	1	8	5	2	1	1	1	1	1	2	3	4	5	277	3	2	1	1	1	1	3	81	11	6	5	8	6	2	1	1	1	3	4	5	91	7	4	3	2	1	4	
-1	12	1	2	1	6	5	3	1	64	1	16	15	2	1	6	1	1	1	1	1	6	1	2	2	4	1	2	1	6	5	1	1	8	3	11	2	1	2	1	1	2	3	4	8	67	150	4	3	2	1	1	2	2	4	1	1	1	1	1	2	3	19	1	6	10	1	2	3	134	1	6	5	4	3	2	1	1	2	2	4	5	152	2	1	8	7	8	7	3	2	2	1	1	3	4	13	15	16	1	2	1	1	1	2	3	1	2	3	1	2	3	7	11	14	17	18	460	1	1	7	3	2	2	1	1	1	2	2	4	5	6	268	6	2	2	1	1	2	8	77	4	6	5	4	7	4	1	1	1	2	3	4	74	11	6	3	2	1	1	3	
-1	1	10	9	8	1	3	2	65	2	29	12	11	10	9	2	2	2	2	2	7	1	4	3	5	2	1	4	1	5	2	2	1	6	2	8	4	3	1	1	2	1	1	1	5	226	5	5	4	3	2	3	3	5	2	2	2	1	1	1	3	4	5	21	7	11	2	6	135	12	6	5	4	3	2	1	1	1	2	3	3	4	180	21	20	11	10	1	1	3	5	2	1	1	1	2	3	4	5	22	23	39	40	2	3	4	5	6	7	1	1	1	1	2	3	4	10	1	430	7	3	3	2	1	1	1	2	2	3	4	5	252	9	3	2	1	1	1	4	64	4	3	5	4	3	6	2	1	1	2	3	4	44	25	10	3	2	2	1	1	3	
-1	1	3	2	1	4	1	66	3	32	2	1	2	1	4	3	3	3	3	8	1	6	4	6	3	2	5	3	1	4	1	1	1	3	1	2	1	1	1	2	2	3	2	2	2	237	9	3	2	1	1	7	6	3	3	8	5	3	1	1	1	2	3	9	29	12	9	150	14	1	11	9	3	2	1	1	1	2	2	3	4	5	203	22	21	20	19	18	16	12	6	5	3	1	1	3	4	5	6	7	15	7	8	49	50	51	52	53	1	8	2	2	2	3	4	5	1	410	8	4	3	2	2	1	1	1	2	3	6	7	18	228	6	2	2	1	1	2	56	7	3	2	4	3	2	5	1	1	2	3	30	39	20	4	7	2	2	1	1	1	2	
-1	7	2	1	5	2	67	4	33	1	1	3	1	5	5	4	4	4	9	2	1	11	7	4	3	11	5	1	1	1	2	1	1	2	1	1	1	1	2	2	3	3	4	3	3	252	3	2	1	1	2	8	10	4	9	4	3	2	1	1	2	3	4	5	39	22	155	4	3	2	1	5	2	1	2	1	1	2	3	3	4	10	229	25	24	23	22	21	7	6	5	4	2	1	1	3	4	5	6	7	6	1	2	3	4	5	6	7	54	2	9	3	3	4	5	6	400	8	3	4	3	2	1	1	1	3	5	8	9	10	221	6	3	2	1	1	2	6	49	6	2	1	3	2	1	4	7	8	9	26	8	15	4	3	4	2	1	1	1	2	3	
-1	9	1	6	3	68	39	34	2	2	4	2	6	6	1	5	5	10	3	2	12	1	12	4	12	4	3	2	1	1	1	1	1	2	1	1	3	1	2	3	3	4	4	5	4	259	3	2	1	1	4	9	15	10	5	3	2	1	1	1	1	2	3	1	68	163	7	6	3	1	1	2	1	1	1	3	2	2	3	4	4	244	15	14	13	12	11	5	13	9	5	2	1	1	2	1	2	3	4	5	1	2	3	4	5	6	7	8	16	71	3	10	14	15	16	383	10	4	3	2	3	2	1	1	2	3	4	5	6	212	8	3	2	2	1	1	3	42	6	3	2	1	2	1	3	6	6	12	16	7	11	3	3	2	2	1	1	1	2	3	6	
-1	10	7	4	69	40	1	3	3	5	3	7	7	2	6	6	11	4	3	13	2	13	5	13	8	3	2	1	1	3	1	2	1	1	3	2	2	4	2	3	4	8	5	5	10	261	1	1	1	1	6	25	11	6	8	4	3	2	2	1	1	2	3	4	239	7	4	2	2	1	1	1	1	1	2	2	4	3	3	4	5	282	17	16	15	11	5	5	4	3	3	2	1	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	88	92	1	2	3	363	5	4	3	2	1	2	1	1	2	3	4	5	12	193	4	3	2	1	1	2	3	38	3	2	2	1	1	2	5	5	5	3	6	4	6	2	2	1	1	1	1	1	1	1	7	
